Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
4.21105, IMU_DATA, 0.4725, -0.660625, -0.0525, -77, -1550, -16439, , , , , 
4.21135, IMU_DATA, 0.42, -0.678125, -0.04375, -61, -1600, -16445, , , , , 
4.21165, IMU_DATA, 0.424375, -0.643125, -0.06125, -84, -1637, -16406, , , , , 
4.21194, IMU_DATA, 0.459375, -0.6475, -0.074375, -94, -1585, -16398, , , , , 
4.21225, IMU_DATA, 0.42, -0.65625, -0.0525, -42, -1594, -16355, , , , , 
4.21255, IMU_DATA, 0.44625, -0.6475, -0.07875, -65, -1647, -16394, , , , , 
4.21284, IMU_DATA, 0.406875, -0.6475, -0.056875, -65, -1576, -16441, , , , , 
4.21315, IMU_DATA, 0.433125, -0.651875, -0.07875, -146, -1626, -16456, , , , , 
4.21345, IMU_DATA, 0.42875, -0.651875, -0.06125, -109, -1564, -16426, , , , , 
4.21375, IMU_DATA, 0.37625, -0.63875, -0.074375, -159, -1635, -16364, , , , , 
4.21404, IMU_DATA, 0.415625, -0.651875, -0.065625, -56, -1578, -16344, , , , , 
4.21435, IMU_DATA, 0.433125, -0.643125, -0.09625, -110, -1604, -16420, , , , , 
4.21465, IMU_DATA, 0.398125, -0.643125, -0.07, -9, -1624, -16418, , , , , 
4.21494, IMU_DATA, 0.41125, -0.669375, -0.07875, -25, -1554, -16496, , , , , 
4.21525, IMU_DATA, 0.415625, -0.6475, -0.07875, -111, -1608, -16422, , , , , 
4.21555, IMU_DATA, 0.39375, -0.65625, -0.065625, -128, -1487, -16360, , , , , 
4.21585, IMU_DATA, 0.42, -0.651875, -0.06125, -89, -1597, -16349, , , , , 
4.21614, IMU_DATA, 0.424375, -0.669375, -0.083125, -69, -1723, -16380, , , , , 
4.21645, IMU_DATA, 0.406875, -0.69125, -0.091875, -78, -1658, -16384, , , , , 
4.21675, IMU_DATA, 0.415625, -0.625625, -0.04375, -132, -1608, -16433, , , , , 
4.21704, IMU_DATA, 0.42875, -0.6825, -0.0875, -211, -1555, -16403, , , , , 
4.21735, IMU_DATA, 0.433125, -0.660625, -0.074375, -107, -1527, -16347, , , , , 
4.21765, IMU_DATA, 0.424375, -0.660625, -0.0875, -126, -1588, -16413, , , , , 
4.21795, IMU_DATA, 0.433125, -0.67375, -0.074375, -180, -1540, -16385, , , , , 
4.21824, IMU_DATA, 0.424375, -0.651875, -0.083125, -86, -1618, -16391, , , , , 
4.21855, IMU_DATA, 0.433125, -0.6825, -0.07, -27, -1662, -16364, , , , , 
4.21885, IMU_DATA, 0.433125, -0.660625, -0.091875, -44, -1579, -16392, , , , , 
4.21914, IMU_DATA, 0.433125, -0.651875, -0.100625, -66, -1502, -16421, , , , , 
4.21945, IMU_DATA, 0.415625, -0.660625, -0.0875, -105, -1612, -16427, , , , , 
4.21975, IMU_DATA, 0.415625, -0.669375, -0.100625, -84, -1576, -16436, , , , , 
4.22005, IMU_DATA, 0.42875, -0.669375, -0.091875, -63, -1629, -16394, , , , , 
4.22034, IMU_DATA, 0.41125, -0.660625, -0.100625, -107, -1522, -16328, , , , , 
4.22065, IMU_DATA, 0.41125, -0.665, -0.0875, -56, -1552, -16412, , , , , 
4.22095, IMU_DATA, 0.406875, -0.6475, -0.11375, -154, -1578, -16307, , , , , 
4.22124, IMU_DATA, 0.406875, -0.665, -0.083125, -130, -1638, -16352, , , , , 
4.22155, IMU_DATA, 0.39375, -0.686875, -0.135625, -21, -1551, -16493, , , , , 
4.22185, IMU_DATA, 0.398125, -0.651875, -0.0875, -121, -1575, -16404, , , , , 
4.22215, IMU_DATA, 0.42, -0.665, -0.105, -73, -1528, -16397, , , , , 
4.22244, IMU_DATA, 0.4025, -0.669375, -0.105, -158, -1549, -16313, , , , , 
4.22275, IMU_DATA, 0.37625, -0.63875, -0.09625, -98, -1673, -16355, , , , , 
4.22305, IMU_DATA, 0.433125, -0.678125, -0.118125, -72, -1621, -16377, , , , , 
4.22334, IMU_DATA, 0.39375, -0.660625, -0.100625, -97, -1586, -16472, , , , , 
4.22365, IMU_DATA, 0.42, -0.669375, -0.109375, -142, -1543, -16437, , , , , 
4.22395, IMU_DATA, 0.424375, -0.669375, -0.109375, -148, -1574, -16374, , , , , 
4.22425, IMU_DATA, 0.415625, -0.665, -0.109375, -154, -1600, -16423, , , , , 
4.22454, IMU_DATA, 0.424375, -0.660625, -0.100625, -62, -1582, -16404, , , , , 
4.22485, IMU_DATA, 0.42875, -0.67375, -0.09625, -173, -1680, -16453, , , , , 
4.22515, IMU_DATA, 0.44625, -0.678125, -0.126875, -181, -1641, -16386, , , , , 
4.22544, IMU_DATA, 0.433125, -0.6825, -0.083125, -88, -1607, -16396, , , , , 
4.22575, IMU_DATA, 0.450625, -0.686875, -0.091875, -93, -1611, -16390, , , , , 
4.22605, IMU_DATA, 0.455, -0.678125, -0.1225, -89, -1581, -16376, , , , , 
4.22635, IMU_DATA, 0.42875, -0.678125, -0.07875, -98, -1558, -16344, , , , , 
4.22664, IMU_DATA, 0.4725, -0.6825, -0.100625, -84, -1570, -16328, , , , , 
4.22695, IMU_DATA, 0.44625, -0.695625, -0.09625, -58, -1631, -16374, , , , , 
4.22725, IMU_DATA, 0.468125, -0.67375, -0.09625, -97, -1651, -16383, , , , , 
4.22754, IMU_DATA, 0.44625, -0.7, -0.06125, -164, -1645, -16426, , , , , 
4.22785, IMU_DATA, 0.476875, -0.678125, -0.100625, -142, -1576, -16439, , , , , 
4.22815, IMU_DATA, 0.48125, -0.678125, -0.083125, -80, -1578, -16398, , , , , 
4.22845, IMU_DATA, 0.455, -0.67375, -0.07875, -113, -1623, -16406, , , , , 
4.22874, IMU_DATA, 0.49, -0.686875, -0.105, -152, -1606, -16419, , , , , 
4.22905, IMU_DATA, 0.459375, -0.67375, -0.07, -150, -1555, -16421, , , , , 
4.22935, IMU_DATA, 0.520625, -0.6825, -0.091875, -142, -1601, -16415, , , , , 
4.22964, IMU_DATA, 0.46375, -0.651875, -0.083125, -152, -1622, -16401, , , , , 
4.22995, IMU_DATA, 0.49875, -0.678125, -0.074375, -160, -1605, -16375, , , , , 
4.23025, IMU_DATA, 0.48125, -0.665, -0.0875, -108, -1652, -16428, , , , , 
4.23055, IMU_DATA, 0.48125, -0.65625, -0.074375, -38, -1566, -16371, , , , , 
4.23084, IMU_DATA, 0.525, -0.660625, -0.0875, -58, -1532, -16389, , , , , 
4.23115, IMU_DATA, 0.503125, -0.660625, -0.056875, -122, -1544, -16372, , , , , 
4.23145, IMU_DATA, 0.4725, -0.63, -0.065625, -153, -1541, -16398, , , , , 
4.23174, IMU_DATA, 0.494375, -0.651875, -0.0525, -105, -1609, -16419, , , , , 
4.23205, IMU_DATA, 0.53375, -0.65625, -0.06125, -156, -1581, -16364, , , , , 
4.23235, IMU_DATA, 0.46375, -0.63875, -0.07, -76, -1678, -16404, , , , , 
4.23265, IMU_DATA, 0.520625, -0.625625, -0.035, -145, -1550, -16406, , , , , 
4.23294, IMU_DATA, 0.48125, -0.634375, -0.030625, -150, -1591, -16356, , , , , 
4.23325, IMU_DATA, 0.511875, -0.643125, -0.056875, -67, -1552, -16439, , , , , 
4.23355, IMU_DATA, 0.4725, -0.6125, -0.0175, -31, -1585, -16414, , , , , 
4.23384, IMU_DATA, 0.5075, -0.625625, -0.00875, -56, -1540, -16344, , , , , 
4.23415, IMU_DATA, 0.51625, -0.651875, -0.048125, -76, -1623, -16378, , , , , 
4.23445, IMU_DATA, 0.49, -0.581875, -0.021875, -175, -1591, -16379, , , , , 
4.23475, IMU_DATA, 0.51625, -0.625625, -0.013125, -118, -1678, -16376, , , , , 
4.23504, IMU_DATA, 0.511875, -0.63, -0.048125, -15, -1698, -16429, , , , , 
4.23535, IMU_DATA, 0.4725, -0.60375, -0.004375, -95, -1627, -16401, , , , , 
4.23565, IMU_DATA, 0.55125, -0.651875, -0.048125, -94, -1616, -16416, , , , , 
4.23594, IMU_DATA, 0.49, -0.58625, -0.004375, -180, -1643, -16370, , , , , 
4.23625, IMU_DATA, 0.51625, -0.62125, -0.048125, -121, -1577, -16397, , , , , 
4.23655, IMU_DATA, 0.5075, -0.62125, -0.030625, -149, -1576, -16400, , , , , 
4.23685, IMU_DATA, 0.529375, -0.643125, -0.039375, -79, -1668, -16419, , , , , 
4.23714, IMU_DATA, 0.5075, -0.616875, -0.04375, -51, -1628, -16348, , , , , 
4.23745, IMU_DATA, 0.53375, -0.65625, -0.048125, -101, -1562, -16429, , , , , 
4.23775, IMU_DATA, 0.529375, -0.63, -0.048125, -54, -1574, -16366, , , , , 
4.23804, IMU_DATA, 0.53375, -0.651875, -0.065625, -36, -1630, -16399, , , , , 
4.23835, IMU_DATA, 0.525, -0.643125, -0.039375, -156, -1618, -16406, , , , , 
4.23865, IMU_DATA, 0.53375, -0.665, -0.083125, -107, -1599, -16366, , , , , 
4.23895, IMU_DATA, 0.529375, -0.678125, -0.0525, -147, -1588, -16392, , , , , 
4.23924, IMU_DATA, 0.5425, -0.678125, -0.056875, -80, -1586, -16339, , , , , 
4.23955, IMU_DATA, 0.520625, -0.7, -0.074375, -127, -1595, -16457, , , , , 
4.23985, IMU_DATA, 0.546875, -0.669375, -0.06125, -152, -1592, -16346, , , , , 
4.24014, IMU_DATA, 0.5425, -0.70875, -0.065625, -65, -1640, -16374, , , , , 
4.24045, IMU_DATA, 0.525, -0.686875, -0.06125, -98, -1675, -16403, , , , , 
4.24075, IMU_DATA, 0.55125, -0.735, -0.083125, -58, -1643, -16438, , , , , 
4.24104, IMU_DATA, 0.53375, -0.69125, -0.030625, -22, -1581, -16384, , , , , 
4.24134, IMU_DATA, 0.53375, -0.721875, -0.0875, -91, -1605, -16414, , , , , 
4.24165, IMU_DATA, 0.53375, -0.7, -0.07875, -108, -1610, -16430, , , , , 
4.07861, IMG_DATA, , , , , , , , , , Image_00064 
4.1095, IMG_DATA, , , , , , , , , , Image_00065 
4.32414, IMU_DATA, 0.590625, -0.590625, -0.030625, -124, -1637, -16362, , , , , 
4.32445, IMU_DATA, 0.608125, -0.634375, -0.039375, -82, -1641, -16329, , , , , 
4.32475, IMU_DATA, 0.595, -0.6125, -0.021875, 2, -1623, -16431, , , , , 
4.32504, IMU_DATA, 0.643125, -0.63875, -0.0175, -84, -1668, -16398, , , , , 
4.32535, IMU_DATA, 0.6125, -0.63875, -0.048125, -46, -1602, -16377, , , , , 
4.32565, IMU_DATA, 0.63875, -0.665, -0.030625, -36, -1602, -16402, , , , , 
4.32594, IMU_DATA, 0.65625, -0.67375, -0.021875, -109, -1674, -16452, , , , , 
4.32624, IMU_DATA, 0.625625, -0.6475, -0.0175, -88, -1597, -16448, , , , , 
4.32655, IMU_DATA, 0.65625, -0.69125, -0.048125, -36, -1620, -16407, , , , , 
4.32685, IMU_DATA, 0.634375, -0.686875, -0.004375, -139, -1712, -16400, , , , , 
4.32714, IMU_DATA, 0.65625, -0.70875, -0.048125, -90, -1535, -16405, , , , , 
4.32745, IMU_DATA, 0.63, -0.69125, 0.0, -95, -1650, -16388, , , , , 
4.32775, IMU_DATA, 0.67375, -0.730625, -0.04375, -134, -1586, -16387, , , , , 
4.32804, IMU_DATA, 0.63875, -0.721875, -0.021875, -130, -1629, -16428, , , , , 
4.32834, IMU_DATA, 0.665, -0.686875, -0.013125, -144, -1692, -16398, , , , , 
4.32865, IMU_DATA, 0.65625, -0.765625, -0.0175, -45, -1733, -16383, , , , , 
4.32895, IMU_DATA, 0.65625, -0.7, -0.04375, -108, -1617, -16401, , , , , 
4.32924, IMU_DATA, 0.616875, -0.713125, -0.0175, -40, -1646, -16460, , , , , 
4.32955, IMU_DATA, 0.6825, -0.7525, -0.035, -87, -1606, -16374, , , , , 
4.32985, IMU_DATA, 0.643125, -0.721875, -0.02625, -100, -1569, -16385, , , , , 
4.33014, IMU_DATA, 0.6475, -0.739375, -0.021875, -30, -1704, -16323, , , , , 
4.33044, IMU_DATA, 0.651875, -0.7525, -0.030625, -99, -1647, -16377, , , , , 
4.33075, IMU_DATA, 0.651875, -0.7525, -0.048125, -66, -1574, -16476, , , , , 
4.33105, IMU_DATA, 0.634375, -0.72625, -0.0175, -61, -1641, -16489, , , , , 
4.33134, IMU_DATA, 0.65625, -0.756875, -0.06125, -82, -1619, -16385, , , , , 
4.33165, IMU_DATA, 0.6475, -0.739375, -0.04375, -157, -1619, -16321, , , , , 
4.33195, IMU_DATA, 0.6125, -0.739375, -0.035, -177, -1603, -16327, , , , , 
4.33224, IMU_DATA, 0.665, -0.774375, -0.07875, -154, -1588, -16379, , , , , 
4.33255, IMU_DATA, 0.60375, -0.77, -0.039375, -93, -1594, -16399, , , , , 
4.33285, IMU_DATA, 0.634375, -0.7525, -0.06125, -94, -1634, -16305, , , , , 
4.33315, IMU_DATA, 0.58625, -0.748125, -0.030625, -176, -1589, -16375, , , , , 
4.33344, IMU_DATA, 0.63, -0.77, -0.07875, -106, -1620, -16388, , , , , 
4.33375, IMU_DATA, 0.599375, -0.7525, -0.065625, -91, -1633, -16412, , , , , 
4.33405, IMU_DATA, 0.608125, -0.77, -0.065625, -130, -1626, -16393, , , , , 
4.33434, IMU_DATA, 0.564375, -0.77, -0.039375, -104, -1629, -16414, , , , , 
4.33465, IMU_DATA, 0.590625, -0.748125, -0.06125, -81, -1590, -16408, , , , , 
4.33495, IMU_DATA, 0.55125, -0.74375, -0.074375, -60, -1640, -16418, , , , , 
4.33525, IMU_DATA, 0.573125, -0.77, -0.048125, -94, -1613, -16379, , , , , 
4.33554, IMU_DATA, 0.538125, -0.77, -0.048125, -110, -1615, -16425, , , , , 
4.33585, IMU_DATA, 0.55125, -0.74375, -0.083125, -71, -1615, -16390, , , , , 
4.33615, IMU_DATA, 0.53375, -0.74375, -0.04375, -132, -1561, -16380, , , , , 
4.33644, IMU_DATA, 0.51625, -0.72625, -0.035, -76, -1714, -16364, , , , , 
4.33675, IMU_DATA, 0.503125, -0.739375, -0.07, -56, -1678, -16392, , , , , 
4.33705, IMU_DATA, 0.5075, -0.721875, -0.039375, -28, -1666, -16447, , , , , 
4.33735, IMU_DATA, 0.459375, -0.69125, -0.0175, -126, -1566, -16429, , , , , 
4.33764, IMU_DATA, 0.494375, -0.721875, -0.074375, -61, -1638, -16357, , , , , 
4.33795, IMU_DATA, 0.494375, -0.70875, -0.02625, -88, -1621, -16322, , , , , 
4.33825, IMU_DATA, 0.415625, -0.67375, -0.0525, -112, -1674, -16396, , , , , 
4.33854, IMU_DATA, 0.494375, -0.67375, -0.056875, -143, -1611, -16384, , , , , 
4.33885, IMU_DATA, 0.4025, -0.665, -0.0175, -36, -1577, -16371, , , , , 
4.33915, IMU_DATA, 0.468125, -0.665, -0.074375, -99, -1682, -16310, , , , , 
4.33945, IMU_DATA, 0.41125, -0.665, -0.02625, -96, -1584, -16393, , , , , 
4.33974, IMU_DATA, 0.44625, -0.6475, -0.048125, -148, -1548, -16413, , , , , 
4.34005, IMU_DATA, 0.44625, -0.660625, -0.065625, -21, -1664, -16386, , , , , 
4.34035, IMU_DATA, 0.4025, -0.634375, -0.065625, -90, -1558, -16404, , , , , 
4.34064, IMU_DATA, 0.415625, -0.65625, -0.039375, -110, -1602, -16396, , , , , 
4.34095, IMU_DATA, 0.441875, -0.651875, -0.07875, -79, -1551, -16366, , , , , 
4.34125, IMU_DATA, 0.415625, -0.63875, -0.083125, -152, -1630, -16333, , , , , 
4.34155, IMU_DATA, 0.44625, -0.665, -0.074375, -127, -1610, -16349, , , , , 
4.34184, IMU_DATA, 0.42, -0.660625, -0.083125, -134, -1623, -16319, , , , , 
4.34215, IMU_DATA, 0.42, -0.63, -0.0875, -136, -1568, -16335, , , , , 
4.34245, IMU_DATA, 0.44625, -0.660625, -0.100625, -118, -1615, -16400, , , , , 
4.34274, IMU_DATA, 0.4375, -0.651875, -0.074375, -55, -1596, -16425, , , , , 
4.34305, IMU_DATA, 0.459375, -0.67375, -0.13125, -58, -1609, -16428, , , , , 
4.34335, IMU_DATA, 0.424375, -0.643125, -0.07, -83, -1618, -16385, , , , , 
4.34365, IMU_DATA, 0.468125, -0.686875, -0.109375, -171, -1603, -16422, , , , , 
4.34394, IMU_DATA, 0.441875, -0.63875, -0.109375, -180, -1603, -16416, , , , , 
4.34425, IMU_DATA, 0.455, -0.660625, -0.083125, -158, -1608, -16358, , , , , 
4.34455, IMU_DATA, 0.46375, -0.686875, -0.105, -156, -1619, -16425, , , , , 
4.34484, IMU_DATA, 0.468125, -0.6475, -0.11375, -27, -1577, -16452, , , , , 
4.34515, IMU_DATA, 0.455, -0.643125, -0.065625, -106, -1615, -16461, , , , , 
4.34545, IMU_DATA, 0.455, -0.660625, -0.11375, -39, -1707, -16375, , , , , 
4.34575, IMU_DATA, 0.455, -0.65625, -0.091875, -107, -1644, -16353, , , , , 
4.34604, IMU_DATA, 0.468125, -0.6475, -0.083125, -151, -1624, -16400, , , , , 
4.34635, IMU_DATA, 0.476875, -0.65625, -0.083125, -69, -1607, -16386, , , , , 
4.34665, IMU_DATA, 0.459375, -0.6475, -0.09625, -53, -1604, -16391, , , , , 
4.34694, IMU_DATA, 0.46375, -0.634375, -0.0875, -105, -1670, -16475, , , , , 
4.34725, IMU_DATA, 0.468125, -0.669375, -0.074375, -72, -1570, -16467, , , , , 
4.34755, IMU_DATA, 0.459375, -0.6125, -0.0875, -80, -1577, -16456, , , , , 
4.34785, IMU_DATA, 0.494375, -0.651875, -0.105, -150, -1540, -16346, , , , , 
4.34814, IMU_DATA, 0.48125, -0.6475, -0.0875, -85, -1544, -16434, , , , , 
4.34845, IMU_DATA, 0.485625, -0.60375, -0.100625, -108, -1650, -16353, , , , , 
4.34875, IMU_DATA, 0.525, -0.6475, -0.109375, -108, -1674, -16429, , , , , 
4.34904, IMU_DATA, 0.485625, -0.625625, -0.09625, -37, -1640, -16408, , , , , 
4.34935, IMU_DATA, 0.525, -0.634375, -0.105, -86, -1567, -16404, , , , , 
4.34965, IMU_DATA, 0.48125, -0.62125, -0.118125, -41, -1678, -16456, , , , , 
4.34995, IMU_DATA, 0.53375, -0.60375, -0.09625, -96, -1680, -16479, , , , , 
4.35024, IMU_DATA, 0.494375, -0.63875, -0.13125, -20, -1684, -16490, , , , , 
4.35055, IMU_DATA, 0.5425, -0.60375, -0.1225, -69, -1674, -16492, , , , , 
4.35085, IMU_DATA, 0.5075, -0.62125, -0.105, 9, -1605, -16383, , , , , 
4.35114, IMU_DATA, 0.529375, -0.625625, -0.144375, -129, -1604, -16390, , , , , 
4.35145, IMU_DATA, 0.48125, -0.599375, -0.091875, -112, -1609, -16380, , , , , 
4.35175, IMU_DATA, 0.529375, -0.590625, -0.109375, -65, -1692, -16386, , , , , 
4.35205, IMU_DATA, 0.503125, -0.6125, -0.1575, -80, -1714, -16374, , , , , 
4.35234, IMU_DATA, 0.5075, -0.60375, -0.091875, -70, -1637, -16329, , , , , 
4.35265, IMU_DATA, 0.520625, -0.595, -0.100625, -36, -1587, -16390, , , , , 
4.35295, IMU_DATA, 0.485625, -0.599375, -0.109375, -59, -1647, -16390, , , , , 
4.35324, IMU_DATA, 0.503125, -0.58625, -0.118125, -4, -1585, -16410, , , , , 
4.35355, IMU_DATA, 0.5075, -0.58625, -0.091875, -44, -1532, -16392, , , , , 
4.35385, IMU_DATA, 0.494375, -0.56875, -0.100625, 25, -1577, -16336, , , , , 
4.35415, IMU_DATA, 0.5075, -0.58625, -0.074375, -126, -1612, -16339, , , , , 
4.35444, IMU_DATA, 0.520625, -0.581875, -0.100625, -82, -1576, -16396, , , , , 
4.35475, IMU_DATA, 0.4725, -0.55125, -0.07875, -12, -1563, -16469, , , , , 
4.35505, IMU_DATA, 0.525, -0.595, -0.083125, -62, -1634, -16339, , , , , 
4.35534, IMU_DATA, 0.49875, -0.555625, -0.048125, -48, -1572, -16369, , , , , 
4.35565, IMU_DATA, 0.5075, -0.56875, -0.06125, -80, -1700, -16345, , , , , 
4.35595, IMU_DATA, 0.511875, -0.55125, -0.0525, -40, -1638, -16317, , , , , 
4.35625, IMU_DATA, 0.4725, -0.555625, -0.013125, -13, -1678, -16308, , , , , 
4.35654, IMU_DATA, 0.529375, -0.56875, -0.07875, -58, -1575, -16349, , , , , 
4.35685, IMU_DATA, 0.4725, -0.538125, 0.004375, -70, -1529, -16376, , , , , 
4.35715, IMU_DATA, 0.49875, -0.56, -0.0175, -100, -1640, -16369, , , , , 
4.35744, IMU_DATA, 0.485625, -0.555625, -0.030625, -128, -1637, -16382, , , , , 
4.35775, IMU_DATA, 0.48125, -0.56, -0.00875, -17, -1613, -16356, , , , , 
4.35805, IMU_DATA, 0.468125, -0.55125, 0.0, -150, -1564, -16280, , , , , 
4.35835, IMU_DATA, 0.476875, -0.56, -0.0175, -91, -1587, -16322, , , , , 
4.35864, IMU_DATA, 0.44625, -0.5425, 0.021875, -74, -1527, -16308, , , , , 
4.35895, IMU_DATA, 0.468125, -0.581875, -0.004375, -81, -1558, -16394, , , , , 
4.35925, IMU_DATA, 0.459375, -0.56, 0.013125, -45, -1630, -16350, , , , , 
4.35954, IMU_DATA, 0.433125, -0.564375, 0.00875, -7, -1596, -16371, , , , , 
4.35985, IMU_DATA, 0.4725, -0.590625, -0.004375, -89, -1640, -16379, , , , , 
4.36015, IMU_DATA, 0.433125, -0.55125, 0.0, -54, -1581, -16438, , , , , 
4.36045, IMU_DATA, 0.46375, -0.60375, 0.035, -25, -1566, -16459, , , , , 
4.36074, IMU_DATA, 0.459375, -0.590625, -0.013125, -78, -1609, -16310, , , , , 
4.36105, IMU_DATA, 0.4375, -0.581875, -0.0175, -117, -1589, -16370, , , , , 
4.36135, IMU_DATA, 0.450625, -0.590625, 0.004375, -117, -1588, -16362, , , , , 
4.36164, IMU_DATA, 0.455, -0.5775, 0.00875, -126, -1611, -16392, , , , , 
4.36195, IMU_DATA, 0.455, -0.595, -0.04375, -78, -1614, -16385, , , , , 
4.36225, IMU_DATA, 0.44625, -0.581875, 0.0, -66, -1635, -16414, , , , , 
4.36255, IMU_DATA, 0.468125, -0.60375, -0.013125, -61, -1529, -16447, , , , , 
4.36284, IMU_DATA, 0.459375, -0.581875, -0.030625, -148, -1501, -16444, , , , , 
4.36315, IMU_DATA, 0.476875, -0.590625, -0.035, -147, -1620, -16442, , , , , 
4.36345, IMU_DATA, 0.450625, -0.58625, -0.030625, -36, -1631, -16444, , , , , 
4.36374, IMU_DATA, 0.4725, -0.58625, -0.02625, -166, -1576, -16425, , , , , 
4.36405, IMU_DATA, 0.46375, -0.608125, -0.0525, -71, -1718, -16444, , , , , 
4.36435, IMU_DATA, 0.476875, -0.573125, -0.030625, -45, -1669, -16436, , , , , 
4.36465, IMU_DATA, 0.49, -0.608125, -0.06125, -93, -1636, -16467, , , , , 
